Running on ax10.rc.zi.columbia.edu
Train Epoch: 1 [0/32000 (0%)]	Loss: 0.727796
Train Epoch: 1 [640/32000 (2%)]	Loss: 0.680752
Train Epoch: 1 [1280/32000 (4%)]	Loss: 0.646474
Train Epoch: 1 [1920/32000 (6%)]	Loss: 0.638782
Train Epoch: 1 [2560/32000 (8%)]	Loss: 0.663871
Train Epoch: 1 [3200/32000 (10%)]	Loss: 0.635756
Train Epoch: 1 [3840/32000 (12%)]	Loss: 0.602070
Train Epoch: 1 [4480/32000 (14%)]	Loss: 0.661623
Train Epoch: 1 [5120/32000 (16%)]	Loss: 0.500626
Train Epoch: 1 [5760/32000 (18%)]	Loss: 0.502304
Train Epoch: 1 [6400/32000 (20%)]	Loss: 0.542659
Train Epoch: 1 [7040/32000 (22%)]	Loss: 0.417251
Train Epoch: 1 [7680/32000 (24%)]	Loss: 0.441118
Train Epoch: 1 [8320/32000 (26%)]	Loss: 0.448334
Train Epoch: 1 [8960/32000 (28%)]	Loss: 0.505649
Train Epoch: 1 [9600/32000 (30%)]	Loss: 0.424988
Train Epoch: 1 [10240/32000 (32%)]	Loss: 0.322736
Train Epoch: 1 [10880/32000 (34%)]	Loss: 0.242215
Train Epoch: 1 [11520/32000 (36%)]	Loss: 0.306903
Train Epoch: 1 [12160/32000 (38%)]	Loss: 0.280724
Train Epoch: 1 [12800/32000 (40%)]	Loss: 0.342826
Train Epoch: 1 [13440/32000 (42%)]	Loss: 0.291532
Train Epoch: 1 [14080/32000 (44%)]	Loss: 0.291914
Train Epoch: 1 [14720/32000 (46%)]	Loss: 0.154983
Train Epoch: 1 [15360/32000 (48%)]	Loss: 0.168462
Train Epoch: 1 [16000/32000 (50%)]	Loss: 0.158745
Train Epoch: 1 [16640/32000 (52%)]	Loss: 0.172700
Train Epoch: 1 [17280/32000 (54%)]	Loss: 0.181484
Train Epoch: 1 [17920/32000 (56%)]	Loss: 0.142136
Train Epoch: 1 [18560/32000 (58%)]	Loss: 0.093525
Train Epoch: 1 [19200/32000 (60%)]	Loss: 0.121611
Train Epoch: 1 [19840/32000 (62%)]	Loss: 0.044392
Train Epoch: 1 [20480/32000 (64%)]	Loss: 0.148863
Train Epoch: 1 [21120/32000 (66%)]	Loss: 0.118078
Train Epoch: 1 [21760/32000 (68%)]	Loss: 0.112208
Train Epoch: 1 [22400/32000 (70%)]	Loss: 0.056034
Train Epoch: 1 [23040/32000 (72%)]	Loss: 0.092061
Train Epoch: 1 [23680/32000 (74%)]	Loss: 0.072216
Train Epoch: 1 [24320/32000 (76%)]	Loss: 0.071542
Train Epoch: 1 [24960/32000 (78%)]	Loss: 0.135525
Train Epoch: 1 [25600/32000 (80%)]	Loss: 0.108026
Train Epoch: 1 [26240/32000 (82%)]	Loss: 0.072255
Train Epoch: 1 [26880/32000 (84%)]	Loss: 0.122364
Train Epoch: 1 [27520/32000 (86%)]	Loss: 0.134731
Train Epoch: 1 [28160/32000 (88%)]	Loss: 0.042176
Train Epoch: 1 [28800/32000 (90%)]	Loss: 0.082541
Train Epoch: 1 [29440/32000 (92%)]	Loss: 0.073612
Train Epoch: 1 [30080/32000 (94%)]	Loss: 0.129572
Train Epoch: 1 [30720/32000 (96%)]	Loss: 0.142418
Train Epoch: 1 [31360/32000 (98%)]	Loss: 0.022937
Test set:
Overall: 40089/112000 (35.8%)
Train set:
Overall: 31278/32000 (97.7%)
Train Epoch: 2 [0/32000 (0%)]	Loss: 0.039152
Train Epoch: 2 [640/32000 (2%)]	Loss: 0.124496
Train Epoch: 2 [1280/32000 (4%)]	Loss: 0.097906
Train Epoch: 2 [1920/32000 (6%)]	Loss: 0.007663
Train Epoch: 2 [2560/32000 (8%)]	Loss: 0.088877
Train Epoch: 2 [3200/32000 (10%)]	Loss: 0.045199
Train Epoch: 2 [3840/32000 (12%)]	Loss: 0.040014
Train Epoch: 2 [4480/32000 (14%)]	Loss: 0.172548
Train Epoch: 2 [5120/32000 (16%)]	Loss: 0.056684
Train Epoch: 2 [5760/32000 (18%)]	Loss: 0.148224
Train Epoch: 2 [6400/32000 (20%)]	Loss: 0.043317
Train Epoch: 2 [7040/32000 (22%)]	Loss: 0.038317
Train Epoch: 2 [7680/32000 (24%)]	Loss: 0.023063
Train Epoch: 2 [8320/32000 (26%)]	Loss: 0.044620
Train Epoch: 2 [8960/32000 (28%)]	Loss: 0.066473
Train Epoch: 2 [9600/32000 (30%)]	Loss: 0.024997
Train Epoch: 2 [10240/32000 (32%)]	Loss: 0.021684
Train Epoch: 2 [10880/32000 (34%)]	Loss: 0.063934
Train Epoch: 2 [11520/32000 (36%)]	Loss: 0.101723
Train Epoch: 2 [12160/32000 (38%)]	Loss: 0.025997
Train Epoch: 2 [12800/32000 (40%)]	Loss: 0.121860
Train Epoch: 2 [13440/32000 (42%)]	Loss: 0.049864
Train Epoch: 2 [14080/32000 (44%)]	Loss: 0.026613
